Period End Year,State FIPS,County FIPS,County Name,Population (B02001_001E),Population by Race: White Alone (B02001_002E),Population by Race: Black or African American Alone (B02001_003E),Population by Race: American Indian and Alaska Native Alone (B02001_004E),Population by Race: Asian Alone (B02001_005E),Population by Race: Native Hawaiian and Other Pacific Islander Alone (B02001_006E),Population by Race: Some Other Race Alone (B02001_007E),Population by Race: Two or More Races (B02001_008E),Population: Ethnicity (B03003_001E),Population: Not Hispanic or Latino (B03003_002E),Population: Hispanic or Latino (B03003_003E),% white
2010,42,95,"Northampton County, Pennsylvania",294536,256359,13467,448,6748,143,11102,6269,294536,265816,28720,0.870382568
2010,42,97,"Northumberland County, Pennsylvania",94099,90386,1802,150,245,38,728,750,94099,92079,2020,0.960541557
2010,42,99,"Perry County, Pennsylvania",45599,44442,303,89,117,0,274,374,45599,45047,552,0.974626637
2010,42,101,"Philadelphia County, Pennsylvania",1504950,623627,661929,3952,92889,376,91822,30355,1504950,1329832,175118,0.414383867
2010,42,103,"Pike County, Pennsylvania",56993,51233,2898,63,479,73,1128,1119,56993,52227,4766,0.898934957
2010,42,105,"Potter County, Pennsylvania",17583,17228,81,49,53,2,36,134,17583,17428,155,0.979810044
2010,42,107,"Schuylkill County, Pennsylvania",148288,141124,3812,114,789,6,1059,1384,148288,144704,3584,0.951688606
2010,42,109,"Snyder County, Pennsylvania",39400,38228,365,68,204,0,187,348,39400,38807,593,0.970253807
2010,42,111,"Somerset County, Pennsylvania",78219,75666,1698,60,173,0,63,559,78219,77437,782,0.967360871
2010,42,113,"Sullivan County, Pennsylvania",6467,6134,186,131,6,0,0,10,6467,6457,10,0.948507809
2010,42,115,"Susquehanna County, Pennsylvania",43343,42635,145,63,80,18,32,370,43343,42809,534,0.983665182
2010,42,117,"Tioga County, Pennsylvania",41631,40663,241,51,174,18,43,441,41631,41227,404,0.976748096
2010,42,119,"Union County, Pennsylvania",44866,39060,3324,98,556,19,1051,758,44866,42598,2268,0.870592431
2010,42,121,"Venango County, Pennsylvania",55320,53766,547,53,158,26,22,748,55320,54806,514,0.971908894
2010,42,123,"Warren County, Pennsylvania",41877,41168,112,124,144,15,39,275,41877,41584,293,0.983069465
2010,42,125,"Washington County, Pennsylvania",206987,195671,6891,194,1282,0,440,2509,206987,204760,2227,0.9453299
2010,42,127,"Wayne County, Pennsylvania",52302,49787,1384,131,244,0,168,588,52302,50590,1712,0.951913885
2010,42,129,"Westmoreland County, Pennsylvania",365841,349822,7804,311,2580,92,942,4290,365841,362810,3031,0.956213218
2010,42,131,"Wyoming County, Pennsylvania",28262,27596,187,29,88,3,95,264,28262,27885,377,0.976434789
2010,42,133,"York County, Pennsylvania",428175,384221,22149,802,5380,43,7932,7648,428175,406345,21830,0.897345711
2011,42,1,"Adams County, Pennsylvania",101137,94174,1629,166,710,0,3032,1426,101137,95243,5894,0.931152793
2011,42,3,"Allegheny County, Pennsylvania",1223525,1000387,159207,1357,33659,435,5230,23250,1223525,1204855,18670,0.817626939
2011,42,5,"Armstrong County, Pennsylvania",69208,67786,622,27,117,0,212,444,69208,68804,404,0.979453242
2011,42,7,"Beaver County, Pennsylvania",171027,156152,10260,205,813,15,357,3225,171027,168998,2029,0.913025429
2011,42,9,"Bedford County, Pennsylvania",49864,48978,273,40,125,9,73,366,49864,49419,445,0.98223167
2011,42,11,"Berks County, Pennsylvania",409624,346213,18837,545,5288,139,29931,8671,409624,345326,64298,0.845197059
2011,42,13,"Blair County, Pennsylvania",127090,122435,2261,118,816,0,245,1215,127090,125828,1262,0.963372413
2011,42,15,"Bradford County, Pennsylvania",62522,61048,346,59,327,3,127,612,62522,61801,721,0.976424299
2011,42,17,"Bucks County, Pennsylvania",624351,563523,22647,635,23817,130,5165,8434,624351,598658,25693,0.902574033
2011,42,19,"Butler County, Pennsylvania",183317,177451,2044,179,1781,16,377,1469,183317,181365,1952,0.968000786
2011,42,21,"Cambria County, Pennsylvania",144489,136070,5246,123,783,45,591,1631,144489,142424,2065,0.941732589
2011,42,23,"Cameron County, Pennsylvania",5130,5004,32,24,22,0,0,48,5130,5078,52,0.975438596
2011,42,25,"Carbon County, Pennsylvania",64974,62459,808,117,327,0,440,823,64974,62887,2087,0.961292209
2011,42,27,"Centre County, Pennsylvania",152689,136530,4666,348,8158,71,1223,1693,152689,148920,3769,0.894170503
2011,42,29,"Chester County, Pennsylvania",495651,432971,29750,503,18339,90,6125,7873,495651,464935,30716,0.873540051
2011,42,31,"Clarion County, Pennsylvania",40178,39120,494,25,128,0,86,325,40178,39921,257,0.973667181
2011,42,33,"Clearfield County, Pennsylvania",81954,78625,1835,73,394,0,248,779,81954,80092,1862,0.959379652
2011,42,35,"Clinton County, Pennsylvania",39015,37766,443,50,155,0,103,498,39015,38592,423,0.967986672
2011,42,37,"Columbia County, Pennsylvania",67020,64372,1181,122,603,0,254,488,67020,65672,1348,0.960489406
2011,42,39,"Crawford County, Pennsylvania",89058,85577,1514,152,336,7,169,1303,89058,88187,871,0.960913113
2011,42,41,"Cumberland County, Pennsylvania",233726,213511,7254,337,6243,65,1616,4700,233726,227527,6199,0.913509836
2011,42,43,"Dauphin County, Pennsylvania",266576,197096,46819,289,7994,91,6140,8147,266576,248669,17907,0.739361383
2011,42,45,"Delaware County, Pennsylvania",557648,409619,107857,422,25919,76,4495,9260,557648,541817,15831,0.7345476
2011,42,47,"Elk County, Pennsylvania",32233,31811,181,40,97,8,22,74,32233,32050,183,0.986907827
2011,42,49,"Erie County, Pennsylvania",279824,248483,19100,529,3178,57,2398,6079,279824,270688,9136,0.887997456
2011,42,51,"Fayette County, Pennsylvania",137803,128788,5684,266,455,0,294,2316,137803,136722,1081,0.934580524
2011,42,53,"Forest County, Pennsylvania",7600,6216,1094,14,0,0,73,203,7600,7283,317,0.817894737
2011,42,55,"Franklin County, Pennsylvania",148239,138864,5017,297,1368,0,882,1811,148239,142171,6068,0.936757533
2011,42,57,"Fulton County, Pennsylvania",14858,14525,146,31,24,0,32,100,14858,14734,124,0.977587831
2011,42,59,"Greene County, Pennsylvania",38895,36839,1304,162,55,0,193,342,38895,38368,527,0.947139735
2011,42,61,"Huntingdon County, Pennsylvania",45898,42588,2321,45,201,8,130,605,45898,45204,694,0.927883568
2011,42,63,"Indiana County, Pennsylvania",88997,84426,2288,175,837,31,462,778,88997,88028,969,0.948638718
2011,42,65,"Jefferson County, Pennsylvania",45173,44447,164,65,89,4,61,343,45173,44884,289,0.983928453
2011,42,67,"Juniata County, Pennsylvania",24439,23813,112,39,89,13,133,240,24439,23885,554,0.974385204
2011,42,69,"Lackawanna County, Pennsylvania",214057,199881,5462,224,3229,91,2310,2860,214057,204263,9794,0.933774649
2011,42,71,"Lancaster County, Pennsylvania",515817,465292,18490,784,9834,183,12520,8714,515817,472700,43117,0.902048595
2011,42,73,"Lawrence County, Pennsylvania",91341,85806,3439,66,326,12,224,1468,91341,90386,955,0.939402897
2011,42,75,"Lebanon County, Pennsylvania",132550,119069,2403,133,1334,0,6505,3106,132550,120924,11626,0.898294983
2011,42,77,"Lehigh County, Pennsylvania",347197,283176,20890,653,10216,61,23922,8279,347197,284556,62641,0.815606126
2011,42,79,"Luzerne County, Pennsylvania",319897,296052,10982,387,3025,51,5773,3627,319897,300450,19447,0.925460383
2011,42,81,"Lycoming County, Pennsylvania",116335,108050,5105,191,667,57,261,2004,116335,114792,1543,0.928783255
2011,42,83,"McKean County, Pennsylvania",43642,41673,1074,96,207,0,219,373,43642,42879,763,0.954882911
2011,42,85,"Mercer County, Pennsylvania",116939,107388,6372,183,824,20,342,1810,116939,115665,1274,0.918324939
2011,42,87,"Mifflin County, Pennsylvania",46671,45694,290,45,133,0,28,481,46671,46129,542,0.97906623
2011,42,89,"Monroe County, Pennsylvania",169050,133979,22297,234,3487,67,4452,4534,169050,147553,21497,0.792540668
2011,42,91,"Montgomery County, Pennsylvania",794921,656710,67627,617,49796,193,6285,13693,794921,762604,32317,0.826132408
2011,42,93,"Montour County, Pennsylvania",18193,17362,276,13,317,0,79,146,18193,17890,303,0.954323091
2011,42,95,"Northampton County, Pennsylvania",296323,258374,14245,510,7151,65,9374,6604,296323,266307,30016,0.871933667
2011,42,97,"Northumberland County, Pennsylvania",94321,90082,2090,150,274,46,899,780,94321,92169,2152,0.955057728
2011,42,99,"Perry County, Pennsylvania",45785,44575,317,62,109,2,303,417,45785,45208,577,0.973572131
2011,42,101,"Philadelphia County, Pennsylvania",1514456,628564,660995,4010,94985,316,92015,33571,1514456,1332976,181480,0.415042761
2011,42,103,"Pike County, Pennsylvania",57242,51244,2976,48,463,73,1204,1234,57242,52250,4992,0.895216799
2011,42,105,"Potter County, Pennsylvania",17487,17128,112,38,39,2,45,123,17487,17323,164,0.979470464
2011,42,107,"Schuylkill County, Pennsylvania",148195,140832,3992,99,816,4,988,1464,148195,144338,3857,0.950315463
2011,42,109,"Snyder County, Pennsylvania",39597,38473,368,54,230,45,146,281,39597,38960,637,0.971614011
2011,42,111,"Somerset County, Pennsylvania",77946,75231,1703,73,230,0,136,573,77946,77131,815,0.965168193
2011,42,113,"Sullivan County, Pennsylvania",6469,6275,79,59,24,0,26,6,6469,6427,42,0.970010821
2011,42,115,"Susquehanna County, Pennsylvania",43311,42575,184,111,85,0,23,333,43311,42758,553,0.983006626
2011,42,117,"Tioga County, Pennsylvania",41850,40799,309,66,165,14,47,450,41850,41417,433,0.974886499
2011,42,119,"Union County, Pennsylvania",44872,39200,3337,118,554,34,920,709,44872,42566,2306,0.873596006
2011,42,121,"Venango County, Pennsylvania",55106,53533,582,41,203,13,38,696,55106,54591,515,0.971455014
2011,42,123,"Warren County, Pennsylvania",41771,40994,161,95,145,13,59,304,41771,41461,310,0.981398578
2011,42,125,"Washington County, Pennsylvania",207451,195914,6899,167,1301,0,387,2783,207451,205112,2339,0.944386867
2011,42,127,"Wayne County, Pennsylvania",52477,49843,1384,147,219,0,226,658,52477,50711,1766,0.949806582
2011,42,129,"Westmoreland County, Pennsylvania",365438,348894,7880,370,2671,54,802,4767,365438,362286,3152,0.954728299
2011,42,131,"Wyoming County, Pennsylvania",28333,27648,219,32,95,2,82,255,28333,27922,411,0.975823245
2011,42,133,"York County, Pennsylvania",431967,385119,22784,610,5479,54,9080,8841,431967,408872,23095,0.891547271
2012,42,1,"Adams County, Pennsylvania",101352,93884,1607,134,744,0,3384,1599,101352,95271,6081,0.926316205
2012,42,3,"Allegheny County, Pennsylvania",1224772,998821,159897,1443,34487,394,4698,25032,1224772,1205285,19487,0.815515867
2012,42,5,"Armstrong County, Pennsylvania",68942,67494,635,25,142,0,189,457,68942,68549,393,0.978996838
2012,42,7,"Beaver County, Pennsylvania",170614,155603,10317,144,857,14,350,3329,170614,168575,2039,0.912017771
2012,42,9,"Bedford County, Pennsylvania",49680,48747,295,75,127,13,72,351,49680,49219,461,0.981219807
2012,42,11,"Berks County, Pennsylvania",411094,348705,19523,850,5436,124,27587,8869,411094,343836,67258,0.848236656
2012,42,13,"Blair County, Pennsylvania",127133,122432,2242,113,907,0,185,1254,127133,125873,1260,0.963022976
2012,42,15,"Bradford County, Pennsylvania",62628,61089,344,62,398,2,150,583,62628,61880,748,0.975426327
2012,42,17,"Bucks County, Pennsylvania",625485,562737,22785,540,24607,138,5546,9132,625485,598717,26768,0.899681048
2012,42,19,"Butler County, Pennsylvania",183946,177829,2111,107,1954,8,373,1564,183946,181961,1985,0.966745675
2012,42,21,"Cambria County, Pennsylvania",143305,134809,5062,114,773,82,570,1895,143305,141246,2059,0.940713862
2012,42,23,"Cameron County, Pennsylvania",5058,4972,31,4,10,0,0,41,5058,5035,23,0.982997232
2012,42,25,"Carbon County, Pennsylvania",65101,62472,872,177,335,0,346,899,65101,62905,2196,0.959616596
2012,42,27,"Centre County, Pennsylvania",153758,137411,4735,397,8075,36,1092,2012,153758,149969,3789,0.893683581
2012,42,29,"Chester County, Pennsylvania",499548,436742,30005,329,19198,110,4761,8403,499548,467399,32149,0.874274344
2012,42,31,"Clarion County, Pennsylvania",39991,38852,503,16,210,0,146,264,39991,39734,257,0.971518592
2012,42,33,"Clearfield County, Pennsylvania",81668,78262,1765,103,468,0,332,738,81668,79755,1913,0.958294558
2012,42,35,"Clinton County, Pennsylvania",39261,37942,591,58,164,9,66,431,39261,38821,440,0.96640432
2012,42,37,"Columbia County, Pennsylvania",66984,64330,1143,82,647,0,203,579,66984,65584,1400,0.960378598
2012,42,39,"Crawford County, Pennsylvania",88492,84946,1551,121,363,15,136,1360,88492,87632,860,0.959928581
2012,42,41,"Cumberland County, Pennsylvania",235314,214006,7324,372,6571,58,1794,5189,235314,228807,6507,0.909448652
2012,42,43,"Dauphin County, Pennsylvania",267891,197274,47186,408,8387,51,5950,8635,267891,249063,18828,0.736396519
2012,42,45,"Delaware County, Pennsylvania",558874,407100,110537,409,26802,85,4066,9875,558874,542314,16560,0.728428948
2012,42,47,"Elk County, Pennsylvania",31981,31438,178,48,122,0,101,94,31981,31792,189,0.983021169
2012,42,49,"Erie County, Pennsylvania",280181,247864,19659,728,3198,17,2482,6233,280181,270669,9512,0.884656704
2012,42,51,"Fayette County, Pennsylvania",136914,127766,5837,204,512,18,216,2361,136914,135803,1111,0.933184335
2012,42,53,"Forest County, Pennsylvania",7664,6095,1245,63,0,0,98,163,7664,7338,326,0.795276618
2012,42,55,"Franklin County, Pennsylvania",149554,139798,5232,326,1401,0,1043,1754,149554,143131,6423,0.934766038
2012,42,57,"Fulton County, Pennsylvania",14829,14465,182,40,21,0,22,99,14829,14701,128,0.975453503
2012,42,59,"Greene County, Pennsylvania",38614,35586,2082,100,89,3,161,593,38614,37943,671,0.921582846
2012,42,61,"Huntingdon County, Pennsylvania",45931,42616,2405,32,179,0,153,546,45931,45189,742,0.927826522
2012,42,63,"Indiana County, Pennsylvania",88648,84033,2271,141,830,33,409,931,88648,87664,984,0.947940168
2012,42,65,"Jefferson County, Pennsylvania",45051,44293,145,60,86,1,62,404,45051,44756,295,0.983174624
2012,42,67,"Juniata County, Pennsylvania",24664,24109,177,40,93,0,65,180,24664,24051,613,0.977497567
2012,42,69,"Lackawanna County, Pennsylvania",214353,200321,5385,274,3516,75,1823,2959,214353,203807,10546,0.934537888
2012,42,71,"Lancaster County, Pennsylvania",519913,467604,18411,847,10051,154,13064,9782,519913,474736,45177,0.899388936
2012,42,73,"Lawrence County, Pennsylvania",90885,85239,3584,68,327,17,238,1412,90885,89947,938,0.937877538
2012,42,75,"Lebanon County, Pennsylvania",133578,119364,2544,131,1347,0,6898,3294,133578,121086,12492,0.893590262
2012,42,77,"Lehigh County, Pennsylvania",350165,284775,22225,807,10465,51,23177,8665,350165,284091,66074,0.813259463
2012,42,79,"Luzerne County, Pennsylvania",320555,294883,11509,490,3047,58,6932,3636,320555,298876,21679,0.919913899
2012,42,81,"Lycoming County, Pennsylvania",116447,107893,5103,221,770,36,311,2113,116447,114852,1595,0.926541688
2012,42,83,"McKean County, Pennsylvania",43451,41417,1044,109,217,0,229,435,43451,42682,769,0.953188649
2012,42,85,"Mercer County, Pennsylvania",116474,106816,6397,115,821,23,358,1944,116474,115214,1260,0.917080207
2012,42,87,"Mifflin County, Pennsylvania",46694,45674,315,31,137,0,30,507,46694,46161,533,0.978155652
2012,42,89,"Monroe County, Pennsylvania",169346,133808,22000,233,3313,80,4521,5391,169346,147008,22338,0.790145619
2012,42,91,"Montgomery County, Pennsylvania",799886,657641,69139,884,51172,207,5806,15037,799886,766111,33775,0.822168409
2012,42,93,"Montour County, Pennsylvania",18243,17365,278,16,355,0,89,140,18243,17906,337,0.951871951
2012,42,95,"Northampton County, Pennsylvania",297519,259544,14598,532,7459,42,8252,7092,297519,266114,31405,0.872361093
2012,42,97,"Northumberland County, Pennsylvania",94441,90454,2227,171,341,10,462,776,94441,92157,2284,0.957783166
2012,42,99,"Perry County, Pennsylvania",45791,44552,314,44,87,1,292,501,45791,45189,602,0.972942281
2012,42,101,"Philadelphia County, Pennsylvania",1525811,631799,662657,4473,96995,1594,90949,37344,1525811,1337750,188061,0.41407422
2012,42,103,"Pike County, Pennsylvania",57437,51583,2929,55,415,93,1002,1360,57437,52249,5188,0.898079635
2012,42,105,"Potter County, Pennsylvania",17466,17133,83,24,53,2,22,149,17466,17289,177,0.980934387
2012,42,107,"Schuylkill County, Pennsylvania",147935,140308,3997,72,870,0,1017,1671,147935,143829,4106,0.948443573
2012,42,109,"Snyder County, Pennsylvania",39620,38467,408,50,263,24,195,213,39620,38953,667,0.970898536
2012,42,111,"Somerset County, Pennsylvania",77638,74769,1789,88,233,0,141,618,77638,76801,837,0.963046446
2012,42,113,"Sullivan County, Pennsylvania",6453,6138,126,91,17,19,35,27,6453,6367,86,0.951185495
2012,42,115,"Susquehanna County, Pennsylvania",43171,42400,226,99,84,0,22,340,43171,42593,578,0.982140789
2012,42,117,"Tioga County, Pennsylvania",42081,40955,357,67,187,0,46,469,42081,41631,450,0.973242081
2012,42,119,"Union County, Pennsylvania",44944,39161,3275,106,536,55,946,865,44944,42568,2376,0.871328765
2012,42,121,"Venango County, Pennsylvania",54865,53240,436,39,182,8,23,937,54865,54371,494,0.970381846
2012,42,123,"Warren County, Pennsylvania",41613,40795,199,69,174,3,66,307,41613,41294,319,0.980342681
2012,42,125,"Washington County, Pennsylvania",207916,196156,6681,94,1399,0,434,3152,207916,205522,2394,0.943438696
2012,42,127,"Wayne County, Pennsylvania",52299,49484,1537,117,282,11,254,614,52299,50484,1815,0.946174879
2012,42,129,"Westmoreland County, Pennsylvania",364877,347766,8447,331,2775,0,731,4827,364877,361625,3252,0.953104745
2012,42,131,"Wyoming County, Pennsylvania",28221,27503,219,40,113,1,76,269,28221,27782,439,0.974557953
2012,42,133,"York County, Pennsylvania",434579,386289,23231,594,5430,46,9087,9902,434579,410178,24401,0.888880963
2013,42,1,"Adams County, Pennsylvania",101496,94086,1575,183,755,0,3253,1644,101496,95195,6301,0.926992197
2013,42,3,"Allegheny County, Pennsylvania",1226933,998456,159750,1515,36286,352,4749,25825,1226933,1206575,20358,0.813782008
2013,42,5,"Armstrong County, Pennsylvania",68614,67150,656,36,121,0,176,475,68614,68203,411,0.978663247
2013,42,7,"Beaver County, Pennsylvania",170382,155255,10110,122,892,13,383,3607,170382,168240,2142,0.911217147
2013,42,9,"Bedford County, Pennsylvania",49490,48519,298,67,134,10,53,409,49490,49008,482,0.980379875
