year,state,county_name,DEMOCRAT,OTHER,REPUBLICAN,TOTAL,DEMOCRAT_%,REPUBLICAN_%,OTHER_%
2000,ALABAMA,MONTGOMERY,40371,1130,38827,80328,0.5025769345682701,0.4833557414600139,0.014067323971715964
2000,ALABAMA,MORGAN,16060,847,25774,42681,0.37627984349007754,0.6038752606546238,0.01984489585529861
2000,ALABAMA,PERRY,4020,35,1732,5787,0.6946604458268533,0.299291515465699,0.0060480387074477275
2000,ALABAMA,PICKENS,4143,91,4306,8540,0.4851288056206089,0.5042154566744731,0.010655737704918032
2000,ALABAMA,PIKE,4357,129,6058,10544,0.4132207890743551,0.5745447647951442,0.012234446130500759
2000,ALABAMA,RANDOLPH,3094,159,4666,7919,0.3907058972092436,0.5892158100770299,0.020078292713726482
2000,ALABAMA,RUSSELL,8396,181,6198,14775,0.5682571912013537,0.41949238578680204,0.012250423011844331
2000,ALABAMA,SHELBY,13183,1294,47651,62128,0.2121909605974762,0.7669810713365954,0.020827968065928407
2000,ALABAMA,ST. CLAIR,6485,488,17117,24090,0.2691988376919884,0.7105437941054379,0.02025736820257368
2000,ALABAMA,SUMTER,4415,44,1629,6088,0.7251971090670171,0.26757555847568987,0.007227332457293035
2000,ALABAMA,TALLADEGA,11264,380,13807,25451,0.4425759302188519,0.5424934187261797,0.01493065105496837
2000,ALABAMA,TALLAPOOSA,6183,265,9805,16253,0.3804220759244447,0.6032732418630407,0.01630468221251461
2000,ALABAMA,TUSCALOOSA,24614,1497,34003,60114,0.40945536813387895,0.5656419469674285,0.024902684898692483
2000,ALABAMA,WALKER,11621,534,13486,25641,0.4532194532194532,0.525954525954526,0.020826020826020825
2000,ALABAMA,WASHINGTON,3386,93,4117,7596,0.4457609268035808,0.5419957872564508,0.012243285939968405
2000,ALABAMA,WILCOX,3444,21,1661,5126,0.6718689036285603,0.3240343347639485,0.004096761607491221
2000,ALABAMA,WINSTON,2692,213,6413,9318,0.28890319811118265,0.6882378192745224,0.022858982614294913
2000,ALASKA,DISTRICT 1,1284,691,4681,6656,0.19290865384615385,0.7032752403846154,0.10381610576923077
2000,ALASKA,DISTRICT 10,2194,1017,5673,8884,0.24696082845565062,0.6385637100405223,0.1144754615038271
2000,ALASKA,DISTRICT 11,2043,977,3960,6980,0.2926934097421203,0.5673352435530086,0.13997134670487105
2000,ALASKA,DISTRICT 12,2051,924,4626,7601,0.269832916721484,0.6086041310353901,0.12156295224312591
2000,ALASKA,DISTRICT 13,2661,1429,3853,7943,0.3350119602165429,0.48508120357547524,0.17990683620798187
2000,ALASKA,DISTRICT 14,1626,492,3750,5868,0.2770961145194274,0.6390593047034765,0.08384458077709611
2000,ALASKA,DISTRICT 15,2106,1311,2453,5870,0.35877342419080066,0.4178875638841567,0.2233390119250426
2000,ALASKA,DISTRICT 16,1969,736,1980,4685,0.42027748132337245,0.4226254002134472,0.15709711846318036
2000,ALASKA,DISTRICT 17,2230,910,4564,7704,0.28946002076843197,0.5924195223260644,0.11812045690550363
2000,ALASKA,DISTRICT 18,2739,1722,5421,9882,0.277170613236187,0.5485731633272617,0.1742562234365513
2000,ALASKA,DISTRICT 19,2350,982,4619,7951,0.2955603068796378,0.5809332159476795,0.12350647717268268
2000,ALASKA,DISTRICT 2,2081,1072,4235,7388,0.28167298321602596,0.573226854358419,0.14510016242555496
2000,ALASKA,DISTRICT 20,2259,1056,3648,6963,0.3244291253769927,0.5239121068504955,0.15165876777251186
2000,ALASKA,DISTRICT 21,2309,1057,3263,6629,0.3483179966812491,0.4922311057474732,0.15945089757127773
2000,ALASKA,DISTRICT 22,2656,959,4910,8525,0.3115542521994135,0.5759530791788856,0.11249266862170088
2000,ALASKA,DISTRICT 23,1282,387,2961,4630,0.27688984881209505,0.639524838012959,0.08358531317494601
2000,ALASKA,DISTRICT 24,1985,867,5063,7915,0.25078963992419456,0.6396715097915351,0.10953885028427038
2000,ALASKA,DISTRICT 25,1697,1015,5489,8201,0.20692598463602,0.6693086208998903,0.12376539446408974
2000,ALASKA,DISTRICT 26,1608,1113,5869,8590,0.18719441210710128,0.6832363213038417,0.12956926658905704
2000,ALASKA,DISTRICT 27,2199,1525,6714,10438,0.21067254263268825,0.6432266717762023,0.1461007855911094
2000,ALASKA,DISTRICT 28,2116,1811,7113,11040,0.19166666666666668,0.6442934782608696,0.16403985507246377
2000,ALASKA,DISTRICT 29,2806,1963,4054,8823,0.31803241527825005,0.45948090218746457,0.22248668253428538
2000,ALASKA,DISTRICT 3,3693,1397,3135,8225,0.4489969604863222,0.3811550151975684,0.16984802431610943
2000,ALASKA,DISTRICT 30,1698,763,3622,6083,0.2791385829360513,0.5954298865691271,0.12543153049482164
2000,ALASKA,DISTRICT 31,1831,808,3326,5965,0.30695725062866724,0.5575859178541492,0.13545683151718357
2000,ALASKA,DISTRICT 32,1389,466,4178,6033,0.23023371456986574,0.6925244488645782,0.07724183656555611
2000,ALASKA,DISTRICT 33,1765,1143,5804,8712,0.2025941230486685,0.6662075298438935,0.13119834710743802
2000,ALASKA,DISTRICT 34,1300,611,5243,7154,0.1817165222253285,0.7328767123287672,0.08540676544590439
2000,ALASKA,DISTRICT 35,1208,896,4278,6382,0.1892823566280163,0.6703227828267001,0.1403948605452836
2000,ALASKA,DISTRICT 36,1945,625,3007,5577,0.3487538102922718,0.5391787699480007,0.11206741975972745
2000,ALASKA,DISTRICT 37,1821,482,2725,5028,0.36217183770883055,0.5419649960222752,0.0958631662688942
2000,ALASKA,DISTRICT 38,2015,494,2467,4976,0.404943729903537,0.4957797427652733,0.0992765273311897
2000,ALASKA,DISTRICT 39,2282,585,2321,5188,0.43986121819583657,0.447378565921357,0.11276021588280648
2000,ALASKA,DISTRICT 4,2715,981,4127,7823,0.3470535600153394,0.527546976863096,0.1253994631215646
2000,ALASKA,DISTRICT 40,1024,371,1831,3226,0.3174209547427154,0.5675759454432734,0.11500309981401116
2000,ALASKA,DISTRICT 5,1931,961,3545,6437,0.299984464812801,0.5507223862047538,0.14929314898244525
2000,ALASKA,DISTRICT 6,1542,696,3862,6100,0.25278688524590165,0.6331147540983607,0.11409836065573771
2000,ALASKA,DISTRICT 7,1893,1916,4868,8677,0.21816295954823095,0.5610233951826669,0.22081364526910222
2000,ALASKA,DISTRICT 8,1498,1109,5371,7978,0.18776635748307846,0.6732263725244422,0.1390072699924793
2000,ALASKA,DISTRICT 9,1203,808,4789,6800,0.17691176470588235,0.7042647058823529,0.1188235294117647
2000,ALASKA,DISTRICT 99,0,0,0,0,,,
2000,ARIZONA,APACHE,13025,484,5947,19456,0.6694592927631579,0.3056640625,0.024876644736842105
2000,ARIZONA,COCHISE,13360,1701,18180,33241,0.40191329984055835,0.5469149544237538,0.051171745735687856
2000,ARIZONA,COCONINO,20280,3041,17562,40883,0.4960497028104591,0.4295673018124893,0.07438299537705159
2000,ARIZONA,GILA,7700,878,9158,17736,0.4341452413170952,0.5163509246729815,0.04950383400992332
2000,ARIZONA,GRAHAM,3355,302,6007,9664,0.34716473509933776,0.6215852649006622,0.03125
2000,ARIZONA,GREENLEE,1216,125,1619,2960,0.41081081081081083,0.5469594594594595,0.04222972972972973
2000,ARIZONA,LA PAZ,1769,171,2543,4483,0.3946018291322775,0.567254070934642,0.03814409993308052
2000,ARIZONA,MARICOPA,386683,35049,479967,901699,0.42883822650352277,0.5322918180013508,0.038869955495126424
2000,ARIZONA,MOHAVE,17470,2285,24386,44141,0.39577716861874446,0.5524568994812079,0.05176593190004757
2000,ARIZONA,NAVAJO,11794,967,12386,25147,0.4690022666719688,0.49254384220781805,0.03845389112021315
2000,ARIZONA,PIMA,147688,15373,124579,287640,0.5134473647615074,0.4331073564177444,0.053445278820748156
2000,ARIZONA,PINAL,19650,1518,20122,41290,0.47590215548558973,0.4873334947929281,0.0367643497214822
2000,ARIZONA,SANTA CRUZ,5233,316,3344,8893,0.5884403463398178,0.3760260879343304,0.03553356572585179
2000,ARIZONA,YAVAPAI,24063,4021,40144,68228,0.3526851146157003,0.5883801371870786,0.05893474819722108
2000,ARIZONA,YUMA,12055,889,15708,28652,0.4207385173809856,0.548233980175904,0.03102750244311043
2000,ARKANSAS,ARKANSAS,2877,142,3353,6372,0.4515065913370998,0.5262084118016321,0.022284996861268048
2000,ARKANSAS,ASHLEY,4253,142,3876,8271,0.5142062628460887,0.4686253173739572,0.017168419779954057
2000,ARKANSAS,BAXTER,6516,654,9538,16708,0.38999281781182665,0.570864256643524,0.03914292554464927
2000,ARKANSAS,BENTON,17277,1531,34838,53646,0.3220556984677329,0.6494053610707229,0.028538940461544197
2000,ARKANSAS,BOONE,4493,573,8569,13635,0.3295196186285295,0.6284561789512284,0.042024202420242025
2000,ARKANSAS,BRADLEY,2122,64,1793,3979,0.5332998240764011,0.4506157325961297,0.016084443327469212
2000,ARKANSAS,CALHOUN,1017,40,1128,2185,0.4654462242562929,0.5162471395881006,0.018306636155606407
2000,ARKANSAS,CARROLL,3595,439,5556,9590,0.3748696558915537,0.5793534932221064,0.04577685088633994
2000,ARKANSAS,CHICOT,2820,68,1564,4452,0.633423180592992,0.35130278526504943,0.015274034141958671
2000,ARKANSAS,CLARK,4661,189,3776,8626,0.5403431486204499,0.43774634824947833,0.021910503130071875
2000,ARKANSAS,CLAY,3527,119,2254,5900,0.5977966101694915,0.3820338983050847,0.02016949152542373
2000,ARKANSAS,CLEBURNE,4120,357,5730,10207,0.40364455765651025,0.5613794454785931,0.03497599686489664
2000,ARKANSAS,CLEVELAND,1414,89,1678,3181,0.44451430367808864,0.5275070732474064,0.027978623074504872
2000,ARKANSAS,COLUMBIA,4003,286,5018,9307,0.430106371548297,0.5391640700547975,0.030729558396905554
2000,ARKANSAS,CONWAY,3496,193,3545,7234,0.4832734310201825,0.4900470002764722,0.026679568703345313
2000,ARKANSAS,CRAIGHEAD,12376,623,12158,25157,0.4919505505425925,0.48328497038597606,0.024764479071431412
2000,ARKANSAS,CRAWFORD,6288,533,10804,17625,0.3567659574468085,0.6129929078014185,0.03024113475177305
2000,ARKANSAS,CRITTENDEN,7224,153,5857,13234,0.5458667069669034,0.4425721626114553,0.011561130421641226
2000,ARKANSAS,CROSS,3096,86,3033,6215,0.49814963797264683,0.48801287208366856,0.013837489943684634
2000,ARKANSAS,DALLAS,1710,44,1571,3325,0.5142857142857142,0.4724812030075188,0.013233082706766918
2000,ARKANSAS,DESHA,2776,116,1603,4495,0.617575083426029,0.35661846496106786,0.025806451612903226
2000,ARKANSAS,DREW,3060,106,2756,5922,0.5167173252279635,0.46538331644714626,0.01789935832489024
2000,ARKANSAS,FAULKNER,11950,1211,16055,29216,0.4090224534501643,0.5495276560788609,0.04144989047097481
2000,ARKANSAS,FRANKLIN,2674,189,3277,6140,0.43550488599348536,0.53371335504886,0.030781758957654722
2000,ARKANSAS,FULTON,1976,96,2036,4108,0.4810126582278481,0.495618305744888,0.023369036027263874
2000,ARKANSAS,GARLAND,15840,997,19098,35935,0.4407958814526228,0.5314595797968554,0.027744538750521776
2000,ARKANSAS,GRANT,2535,193,3285,6013,0.4215865624480293,0.5463163146515883,0.0320971229003825
2000,ARKANSAS,GREENE,6319,334,5831,12484,0.506167894905479,0.46707785966036525,0.026754245434155718
2000,ARKANSAS,HEMPSTEAD,3937,95,3257,7289,0.5401289614487584,0.44683770064480727,0.013033337906434354
2000,ARKANSAS,HOT SPRING,5527,412,5042,10981,0.503323923139969,0.45915672525270923,0.03751935160732174
2000,ARKANSAS,HOWARD,2063,70,2326,4459,0.46265978919040146,0.52164162368244,0.015698587127158554
2000,ARKANSAS,INDEPENDENCE,5146,303,6145,11594,0.44385026737967914,0.5300155252716923,0.0261342073486286
2000,ARKANSAS,IZARD,2587,144,2301,5032,0.5141096979332274,0.4572734499205087,0.028616852146263912
2000,ARKANSAS,JACKSON,3651,141,2280,6072,0.6012845849802372,0.37549407114624506,0.023221343873517788
2000,ARKANSAS,JEFFERSON,17716,720,8765,27201,0.6512995845740965,0.3222308003382229,0.0264696150876806
2000,ARKANSAS,JOHNSON,3270,234,3657,7161,0.4566401340594889,0.5106828655215752,0.032677000418935905
2000,ARKANSAS,LAFAYETTE,1806,39,1538,3383,0.5338456990836535,0.4546260715341413,0.011528229382205143
2000,ARKANSAS,LAWRENCE,3255,159,2626,6040,0.5389072847682119,0.4347682119205298,0.02632450331125828
2000,ARKANSAS,LEE,2727,43,1351,4121,0.6617325891773841,0.32783305023052656,0.010434360592089298
2000,ARKANSAS,LINCOLN,1957,63,1526,3546,0.5518894529046813,0.43034404963338974,0.017766497461928935
2000,ARKANSAS,LITTLE RIVER,2883,97,2283,5263,0.5477864335930078,0.4337830134904047,0.018430552916587496
2000,ARKANSAS,LOGAN,3283,326,4487,8096,0.4055088932806324,0.5542243083003953,0.040266798418972335
2000,ARKANSAS,LONOKE,6851,486,10606,17943,0.38182020843783093,0.5910940199520704,0.027085771610098647
2000,ARKANSAS,MADISON,2055,186,3387,5628,0.36513859275053306,0.6018123667377399,0.03304904051172708
2000,ARKANSAS,MARION,2233,380,3402,6015,0.371238570241064,0.5655860349127182,0.06317539484621779
2000,ARKANSAS,MILLER,6278,191,7276,13745,0.45674790833030193,0.5293561295016369,0.013895962168061113
2000,ARKANSAS,MISSISSIPPI,7107,280,5199,12586,0.5646750357540123,0.4130780232003814,0.02224694104560623
2000,ARKANSAS,MONROE,1910,54,1329,3293,0.5800182204676587,0.4035833586395384,0.016398420892802915
2000,ARKANSAS,MONTGOMERY,1438,173,2128,3739,0.38459481144691093,0.5691361326557903,0.046269055897298746
2000,ARKANSAS,NEVADA,1867,75,1796,3738,0.4994649545211343,0.48047084002140183,0.020064205457463884
2000,ARKANSAS,NEWTON,1205,193,2529,3927,0.3068500127323657,0.6440030557677616,0.049146931499872676
2000,ARKANSAS,OUACHITA,5464,192,4739,10395,0.5256373256373257,0.4558922558922559,0.01847041847041847
2000,ARKANSAS,PERRY,1648,245,2114,4007,0.41128025954579484,0.5275767407037684,0.06114299975043674
2000,ARKANSAS,PHILLIPS,6018,141,3154,9313,0.6461934929668206,0.33866638032857294,0.015140126704606464
2000,ARKANSAS,PIKE,1604,92,2275,3971,0.40392848149080834,0.5729035507428859,0.023167967766305718
2000,ARKANSAS,POINSETT,4102,145,2988,7235,0.5669661368348307,0.41299239806496196,0.020041465100207326
2000,ARKANSAS,POLK,2315,278,4600,7193,0.3218406784373697,0.6395106353399138,0.03864868622271653
2000,ARKANSAS,POPE,6669,509,11244,18422,0.36201281076973185,0.610357181630659,0.027630007599609162
2000,ARKANSAS,PRAIRIE,1563,82,1862,3507,0.44568006843455943,0.530938123752495,0.023381807812945538
2000,ARKANSAS,PULASKI,68320,2965,55866,127151,0.5373139023680505,0.4393673663596826,0.023318731272266833
2000,ARKANSAS,RANDOLPH,3019,185,2673,5877,0.5136974646928705,0.4548238897396631,0.03147864556746639
2000,ARKANSAS,SALINE,12700,1074,18617,32391,0.3920842209255657,0.5747584205489179,0.03315735852551635
2000,ARKANSAS,SCOTT,1444,138,2399,3981,0.3627229339361969,0.6026124089424768,0.0346646571213263
2000,ARKANSAS,SEARCY,1229,219,2610,4058,0.3028585510103499,0.6431739773287334,0.053967471660916706
2000,ARKANSAS,SEBASTIAN,15555,1121,23483,40159,0.3873353420154884,0.5847506163002066,0.027914041684304888
2000,ARKANSAS,SEVIER,2095,87,2111,4293,0.4880037269974377,0.49173072443512694,0.02026554856743536
2000,ARKANSAS,SHARP,3236,192,3698,7126,0.4541117036205445,0.5189447095144541,0.026943586865001402
2000,ARKANSAS,ST. FRANCIS,4986,96,3414,8496,0.586864406779661,0.4018361581920904,0.011299435028248588
2000,ARKANSAS,STONE,2043,194,2623,4860,0.4203703703703704,0.5397119341563786,0.03991769547325103
2000,ARKANSAS,UNION,6261,701,8647,15609,0.4011147414952912,0.5539752706771734,0.04490998782753539
2000,ARKANSAS,VAN BUREN,3202,297,3485,6984,0.45847651775486825,0.49899770904925544,0.04252577319587629
2000,ARKANSAS,WASHINGTON,21425,1803,28231,51459,0.4163508812841291,0.5486115159641657,0.03503760275170524
2000,ARKANSAS,WHITE,8342,638,13170,22150,0.3766139954853273,0.5945823927765237,0.028803611738148983
2000,ARKANSAS,WOODRUFF,1699,54,898,2651,0.6408902301018483,0.33874009807619765,0.02036967182195398
2000,ARKANSAS,YELL,3062,194,3223,6479,0.4726037968822349,0.49745331069609505,0.02994289242167001
2000,CALIFORNIA,ALAMEDA,342889,32168,119279,494336,0.6936355029777318,0.2412913483946142,0.06507314862765406
2000,CALIFORNIA,ALPINE,265,40,281,586,0.4522184300341297,0.47952218430034127,0.06825938566552901
2000,CALIFORNIA,AMADOR,5906,792,8766,15464,0.38191929643041905,0.5668649767201241,0.0512157268494568
2000,CALIFORNIA,BUTTE,31338,6799,45584,83721,0.37431468807109325,0.544475101826304,0.0812102101026027
2000,CALIFORNIA,CALAVERAS,7093,1184,10599,18876,0.37576817122271666,0.5615066751430388,0.06272515363424454
2000,CALIFORNIA,COLUSA,1745,216,3629,5590,0.31216457960644006,0.6491949910554562,0.03864042933810376
2000,CALIFORNIA,CONTRA COSTA,224338,15767,141373,381478,0.5880758523427301,0.3705927995847729,0.04133134807249697
2000,CALIFORNIA,DEL NORTE,3117,651,4526,8294,0.3758138413310827,0.5456956836267182,0.07849047504219918
2000,CALIFORNIA,EL DORADO,26220,3871,42045,72136,0.3634800931573694,0.5828573805034934,0.053662526339137186
2000,CALIFORNIA,FRESNO,95059,8434,117342,220835,0.43045260035773314,0.531355989766115,0.038191409876151876
2000,CALIFORNIA,GLENN,2498,418,5795,8711,0.2867638617839513,0.665250832281024,0.04798530593502468
2000,CALIFORNIA,HUMBOLDT,24851,7902,23219,55972,0.4439898520688916,0.41483241620810407,0.14117773172300435
2000,CALIFORNIA,IMPERIAL,15489,924,12524,28937,0.5352662680996648,0.4328022946400802,0.03193143726025504
2000,CALIFORNIA,INYO,2652,450,4713,7815,0.3393474088291747,0.6030710172744722,0.05758157389635317
2000,CALIFORNIA,KERN,66003,5642,110663,182308,0.3620411611119644,0.6070112117954232,0.030947627092612503
2000,CALIFORNIA,KINGS,11041,917,16377,28335,0.3896594317981295,0.5779777660137639,0.03236280218810658
2000,CALIFORNIA,LAKE,10717,1503,8699,20919,0.5123093838137578,0.41584205745972563,0.07184855872651656
2000,CALIFORNIA,LASSEN,2982,524,7080,10586,0.28169280181371625,0.6688078594369923,0.049499338749291515
2000,CALIFORNIA,LOS ANGELES,1710505,112719,871930,2695154,0.6346594665833567,0.32351769138238484,0.041822842034258526
2000,CALIFORNIA,MADERA,11650,1462,20283,33395,0.34885461895493336,0.6073663722114089,0.043779008833657734
2000,CALIFORNIA,MARIN,79135,9148,34872,123155,0.6425642483049815,0.2831553733100564,0.07428037838496204
2000,CALIFORNIA,MARIPOSA,2816,531,4727,8074,0.34877384196185285,0.5854594996284369,0.06576665840971017
2000,CALIFORNIA,MENDOCINO,16634,5504,12272,34410,0.48340598663179307,0.35664051147922116,0.15995350188898577
2000,CALIFORNIA,MERCED,22726,1590,26102,50418,0.4507517156571066,0.5177119282795827,0.03153635606331072
2000,CALIFORNIA,MODOC,945,193,2969,4107,0.23009495982468955,0.7229121012904797,0.046992938884830776
2000,CALIFORNIA,MONO,1788,287,2296,4371,0.40905971173644473,0.5252802562342713,0.06566003202928392
2000,CALIFORNIA,MONTEREY,67618,6155,43761,117534,0.5753058689400514,0.37232630557966206,0.05236782548028655
2000,CALIFORNIA,NAPA,28097,2994,20633,51724,0.5432101152269739,0.3989057304152811,0.05788415435774495
2000,CALIFORNIA,NEVADA,17670,3811,25998,47479,0.37216453590008214,0.5475683986604604,0.08026706543945744
2000,CALIFORNIA,ORANGE,391819,37787,541299,970905,0.4035605955268538,0.5575200457305297,0.03891935874261643
2000,CALIFORNIA,PLACER,42449,5515,69835,117799,0.36035110654589597,0.5928318576558375,0.046817035798266536
2000,CALIFORNIA,PLUMAS,3458,600,6343,10401,0.3324680319200077,0.6098452071916162,0.05768676088837612
2000,CALIFORNIA,RIVERSIDE,202576,16596,231955,451127,0.4490442824304464,0.5141678507382622,0.03678786683129141
2000,CALIFORNIA,SACRAMENTO,212792,23139,195619,431550,0.49308770710230565,0.4532939404472251,0.05361835245046924
2000,CALIFORNIA,SAN BENITO,9131,685,7015,16831,0.5425108430871606,0.4167904462004634,0.04069871071237597
2000,CALIFORNIA,SAN BERNARDINO,214749,18387,221757,454893,0.47208684240030074,0.4874926631097863,0.040420494489913014
2000,CALIFORNIA,SAN DIEGO,437666,45232,475736,958634,0.45655171838261527,0.4962644763277747,0.047183805289610005
2000,CALIFORNIA,SAN FRANCISCO,241578,26712,51496,319786,0.7554364481246834,0.16103269061184666,0.08353086126346995
2000,CALIFORNIA,SAN JOAQUIN,79776,5690,81773,167239,0.47701792046113645,0.4889589150855961,0.03402316445326748
2000,CALIFORNIA,SAN LUIS OBISPO,44526,7501,56859,108886,0.40892309387800085,0.5221883437723858,0.06888856234961335
2000,CALIFORNIA,SAN MATEO,166757,12346,80296,259399,0.6428590703896314,0.30954629740284273,0.047594632207525855
2000,CALIFORNIA,SANTA BARBARA,73411,10070,71493,154974,0.47369881399460556,0.4613225444268071,0.06497864157858738
2000,CALIFORNIA,SANTA CLARA,332490,26889,188750,548129,0.6065907842861809,0.344353245312691,0.049055970401128204
2000,CALIFORNIA,SANTA CRUZ,66618,12105,29627,108350,0.6148407937240424,0.2734379326257499,0.11172127365020766
2000,CALIFORNIA,SHASTA,20127,3139,43278,66544,0.3024615292137533,0.6503666746814138,0.047171796104832894
2000,CALIFORNIA,SIERRA,540,135,1172,1847,0.292365998917163,0.6345425013535463,0.07309149972929074
2000,CALIFORNIA,SISKIYOU,6323,1298,12198,19819,0.3190372874514355,0.6154700035319642,0.06549270901660023
2000,CALIFORNIA,SOLANO,75116,5015,51604,131735,0.5702053364709455,0.39172581318556193,0.03806885034349262
2000,CALIFORNIA,SONOMA,117295,16182,63529,197006,0.5953879577271758,0.3224724120077561,0.08213963026506807
2000,CALIFORNIA,STANISLAUS,56448,4631,67188,128267,0.44008201641887623,0.5238136075529949,0.036104376028128826
2000,CALIFORNIA,SUTTER,8416,798,17350,26564,0.31681975606083423,0.6531395874115344,0.030040656527631382
